id,review,term,aspect,sentiment,term_from,term_to
1454,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,FOOD#PRICES,negative,0,4
1455,This place is a great bargain.,place,RESTAURANT#PRICES,positive,5,10
1456,Authentic Pakistani food.,Pakistani food,FOOD#QUALITY,positive,10,24
1457,People are always friendly.,People,SERVICE#GENERAL,positive,0,6
1458,Don't waste money on decor.,decor,AMBIENCE#GENERAL,neutral,21,26
1459,"Just straight up cheap, good food.",food,FOOD#QUALITY,positive,29,33
1460,"Just straight up cheap, good food.",food,FOOD#PRICES,positive,29,33
1461,Faan is sooo good.,Faan,RESTAURANT#GENERAL,positive,0,4
1462,The best pad thai i've ever had.,pad thai,FOOD#QUALITY,positive,9,17
1463,The design and atmosphere is just as good.,design,AMBIENCE#GENERAL,positive,4,10
1464,The design and atmosphere is just as good.,atmosphere,AMBIENCE#GENERAL,positive,15,25
1465,bottles of wine are cheap and good.,bottles of wine,DRINKS#PRICES,positive,0,15
1466,bottles of wine are cheap and good.,bottles of wine,DRINKS#QUALITY,positive,0,15
1467,What more could you want?,NULL,RESTAURANT#GENERAL,positive,0,0
1468,The food was actually aweful.,food,FOOD#QUALITY,negative,4,8
1469,I'm not picky - but it was actually gross.,NULL,FOOD#QUALITY,negative,0,0
1470,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussles,FOOD#QUALITY,negative,4,11
1471,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",seabass,FOOD#QUALITY,negative,59,66
1472,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",goat cheese salad,FOOD#QUALITY,negative,82,99
1473,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",penne w/ chicken,FOOD#QUALITY,negative,133,149
1474,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",NULL,FOOD#QUALITY,negative,0,0
1475,"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,AMBIENCE#GENERAL,positive,5,15
1476,"Nice atmosphere, the service was very pleasant and the desert was good.",service,SERVICE#GENERAL,positive,21,28
1477,"Nice atmosphere, the service was very pleasant and the desert was good.",desert,FOOD#QUALITY,positive,55,61
1478,Wouldn't recomend it for dinner!,NULL,RESTAURANT#GENERAL,negative,0,0
1479,This is the perfect date spot for Williamsburg couples.,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
1480,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,AMBIENCE#GENERAL,positive,4,11
1481,"The food is amazing, rich pastas and fresh doughy pizza.",food,FOOD#QUALITY,positive,4,8
1482,"The food is amazing, rich pastas and fresh doughy pizza.",pastas,FOOD#STYLE_OPTIONS,positive,26,32
1483,"The food is amazing, rich pastas and fresh doughy pizza.",pizza,FOOD#QUALITY,positive,50,55
1484,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,AMBIENCE#GENERAL,positive,24,28
1485,"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,SERVICE#GENERAL,positive,34,39
1486,"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,SERVICE#GENERAL,positive,62,69
1487,"If only they delivered, they'd make a mint!",NULL,RESTAURANT#MISCELLANEOUS,neutral,0,0
1488,go here for the drinks!,drinks,DRINKS#QUALITY,positive,16,22
1489,the drinks are amazing and half off till 8pm.,drinks,DRINKS#QUALITY,positive,4,10
1490,the drinks are amazing and half off till 8pm.,drinks,DRINKS#PRICES,positive,4,10
1491,"Ask for Usha, the nicest bartender in manhattan.",Usha,SERVICE#GENERAL,positive,8,12
1492,My fav was the sassy lassi...,sassy lassi,DRINKS#QUALITY,positive,15,26
1493,This is an amazing place to try some roti rolls.,roti rolls,FOOD#QUALITY,positive,37,47
1494,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,FOOD#QUALITY,positive,35,51
1495,"Delicate spices, onions, eggs and a kick-ass roti.",spices,FOOD#QUALITY,positive,9,15
1496,"Delicate spices, onions, eggs and a kick-ass roti.",onions,FOOD#QUALITY,positive,17,23
1497,"Delicate spices, onions, eggs and a kick-ass roti.",eggs,FOOD#QUALITY,positive,25,29
1498,"Delicate spices, onions, eggs and a kick-ass roti.",roti,FOOD#QUALITY,positive,45,49
1499,Amazing!,NULL,FOOD#QUALITY,positive,0,0
1500,"Toons has recently been redone, so it's now a very attractive space.",Toons,AMBIENCE#GENERAL,positive,0,5
1501,The food's as good as ever.,food,FOOD#QUALITY,positive,4,8
1502,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,FOOD#QUALITY,positive,35,44
1503,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor,AMBIENCE#GENERAL,positive,28,33
1504,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",service,SERVICE#GENERAL,positive,40,47
1505,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",food,FOOD#QUALITY,positive,57,61
1506,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,FOOD#STYLE_OPTIONS,positive,4,12
1507,Can't wait to go back.,NULL,RESTAURANT#GENERAL,positive,0,0
1508,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,FOOD#QUALITY,positive,5,25
1509,Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,FOOD#QUALITY,positive,30,45
1510,Beef noodle soup is good as well.,Beef noodle soup,FOOD#QUALITY,positive,0,16
1511,The service is good and the resturant is clean.,service,SERVICE#GENERAL,positive,4,11
1512,The service is good and the resturant is clean.,resturant,AMBIENCE#GENERAL,positive,28,37
1513,Best Taiwanese food in NY!,Taiwanese food,FOOD#QUALITY,positive,5,19
1514,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Rao's,RESTAURANT#GENERAL,positive,15,20
1515,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",NULL,RESTAURANT#GENERAL,positive,0,0
1516,Rao's has the best service and atmosphere in NYC.,service,SERVICE#GENERAL,positive,19,26
1517,Rao's has the best service and atmosphere in NYC.,atmosphere,AMBIENCE#GENERAL,positive,31,41
1518,Good luck getting a table.,NULL,RESTAURANT#MISCELLANEOUS,neutral,0,0
1519,My roommate and I LOVE this place.,place,RESTAURANT#GENERAL,positive,28,33
1520,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,AMBIENCE#GENERAL,positive,72,87
1521,Indoor was very cozy and cute.,Indoor,AMBIENCE#GENERAL,positive,0,6
1522,"The portion sizes here are huge, and the sushi is good.",portion,FOOD#STYLE_OPTIONS,positive,4,11
1523,"The portion sizes here are huge, and the sushi is good.",sushi,FOOD#QUALITY,positive,41,46
1524,Staff is very accomodating.,Staff,SERVICE#GENERAL,positive,0,5
1525,"Excellent dumplings served amid clean, chic decor.",dumplings,FOOD#QUALITY,positive,10,19
1526,"Excellent dumplings served amid clean, chic decor.",decor,AMBIENCE#GENERAL,positive,44,49
1527,"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo,FOOD#QUALITY,positive,10,36
1528,But $1 for each small piece???,NULL,FOOD#PRICES,negative,0,0
1529,Not worth it.,NULL,FOOD#PRICES,negative,0,0
1530,I won't go back unless someone else is footing the bill.,NULL,RESTAURANT#GENERAL,negative,0,0
1531,I won't go back unless someone else is footing the bill.,NULL,RESTAURANT#PRICES,negative,0,0
1532,The decor is very simple but comfortable.,decor,AMBIENCE#GENERAL,positive,4,9
1533,The food was delicious but do not come here on a empty stomach.,food,FOOD#QUALITY,positive,4,8
1534,The food was delicious but do not come here on a empty stomach.,food,FOOD#STYLE_OPTIONS,negative,4,8
1535,The portions are small but being that the food was so good makes up for that.,portions,FOOD#STYLE_OPTIONS,negative,4,12
1536,The portions are small but being that the food was so good makes up for that.,food,FOOD#QUALITY,positive,42,46
1537,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,FOOD#QUALITY,positive,18,34
1538,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,FOOD#QUALITY,positive,70,93
1539,The staff there is very attentive and down to earth.,staff,SERVICE#GENERAL,positive,4,9
1540,I loved it and would go again.,NULL,RESTAURANT#GENERAL,positive,0,0
1541,Great Indian food and the service is incredible.,Indian food,FOOD#QUALITY,positive,6,17
1542,Great Indian food and the service is incredible.,service,SERVICE#GENERAL,positive,26,33
1543,The owner truly caters to all your needs.,owner,SERVICE#GENERAL,positive,4,9
1544,"When family came in he gave them apps to test their palets, and then ordered for them.",NULL,SERVICE#GENERAL,positive,0,0
1545,Everyone was more then happy with his choices.,NULL,SERVICE#GENERAL,positive,0,0
1546,Great food and the prices are very reasonable.,food,FOOD#QUALITY,positive,6,10
1547,Great food and the prices are very reasonable.,NULL,RESTAURANT#PRICES,positive,0,0
1548,The food here does a great service to the name (Cantonese that is...).,food,FOOD#QUALITY,positive,4,8
1549,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,FOOD#QUALITY,positive,24,104
1550,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,FOOD#QUALITY,positive,5,9
1551,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,FOOD#QUALITY,positive,8,14
1552,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Ow Ley Soh,FOOD#QUALITY,positive,61,71
1553,Simply some good tasting Chinese food at incredible prices...,Chinese food,FOOD#QUALITY,positive,25,37
1554,Simply some good tasting Chinese food at incredible prices...,Chinese food,FOOD#PRICES,positive,25,37
1555,Service is not what you are coming here for...,Service,SERVICE#GENERAL,negative,0,7
1556,Big Wong is a great place to eat and fill your stomach.,Big Wong,RESTAURANT#GENERAL,positive,0,8
1557,"whoever the jazz duo was, they were on POINT.",jazz duo,AMBIENCE#GENERAL,positive,12,20
1558,"good music, great food, speedy service affordable prices.",music,AMBIENCE#GENERAL,positive,5,10
1559,"good music, great food, speedy service affordable prices.",food,FOOD#QUALITY,positive,18,22
1560,"good music, great food, speedy service affordable prices.",service,SERVICE#GENERAL,positive,31,38
1561,"good music, great food, speedy service affordable prices.",NULL,RESTAURANT#PRICES,positive,0,0
1562,even the wine by the glass was good.,wine by the glass,DRINKS#QUALITY,positive,9,26
1563,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",NULL,LOCATION#GENERAL,neutral,0,0
1564,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",NULL,RESTAURANT#GENERAL,positive,0,0
1565,Consistently good Japanese Tapas.,Japanese Tapas,FOOD#QUALITY,positive,18,32
1566,Always good drinks and service is pretty good;,drinks,DRINKS#QUALITY,positive,12,18
1567,Always good drinks and service is pretty good;,service,SERVICE#GENERAL,positive,23,30
1568,Atmosphere is nice and relaxed too...,Atmosphere,AMBIENCE#GENERAL,positive,0,10
1569,A great place to meet up for some food and drinks...  ,place,RESTAURANT#MISCELLANEOUS,positive,8,13
1570,Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats),FOOD#QUALITY,positive,0,20
1571,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,FOOD#QUALITY,negative,41,45
1572,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,SERVICE#GENERAL,negative,58,63
1573,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,RESTAURANT#MISCELLANEOUS,negative,70,80
1574,Price and quality of fish alone will keep us from making a return visit.,fish,FOOD#PRICES,negative,21,25
1575,Price and quality of fish alone will keep us from making a return visit.,fish,FOOD#QUALITY,negative,21,25
1576,Price and quality of fish alone will keep us from making a return visit.,NULL,RESTAURANT#GENERAL,negative,0,0
